NACA 63-2012 a=0.0
1.00000000	0.00000000
0.99816654	0.00031320
0.99586927	0.00073422
0.99311149	0.00126828
0.98989753	0.00192351
0.98623189	0.00270621
0.98212051	0.00362709
0.97756849	0.00469038
0.97258242	0.00590484
0.96716879	0.00727637
0.96133447	0.00881058
0.95508752	0.01051553
0.94843587	0.01239695
0.94138618	0.01445441
0.93394823	0.01669683
0.92612946	0.01912364
0.91793966	0.02174060
0.90938647	0.02454539
0.90047796	0.02753607
0.89122332	0.03071304
0.88163010	0.03407099
0.87170899	0.03761270
0.86146578	0.04132625
0.85091131	0.04521313
0.84005297	0.04926446
0.82889913	0.05347350
0.81745757	0.05783121
0.80573776	0.06233240
0.79374476	0.06695979
0.78148871	0.07170863
0.76897391	0.07655850
0.75621005	0.08150222
0.74320216	0.08652000
0.72995945	0.09160200
0.71648854	0.09673107
0.70279712	0.10189197
0.68889099	0.10706353
0.67477932	0.11223259
0.66046918	0.11737939
0.64596813	0.12248421
0.63128451	0.12752826
0.61642680	0.13249181
0.60140350	0.13735342
0.58622651	0.14210085
0.57090339	0.14670619
0.55544720	0.15115759
0.53986769	0.15542995
0.52417731	0.15950528
0.50838766	0.16335945
0.49251313	0.16697665
0.47656646	0.17033038
0.46056328	0.17340305
0.44452009	0.17617782
0.42845322	0.17863141
0.41238082	0.18074567
0.39632266	0.18250730
0.38029865	0.18389758
0.36433097	0.18491375
0.34844110	0.18553246
0.33265264	0.18575672
0.31698908	0.18557829
0.30147461	0.18499255
0.28613326	0.18400596
0.27098969	0.18261620
0.25606808	0.18082920
0.24139202	0.17865497
0.22698502	0.17610222
0.21287307	0.17316713
0.19907864	0.16986606
0.18562632	0.16620450
0.17253845	0.16219790
0.15983687	0.15786215
0.14754325	0.15321279
0.13567443	0.14827665
0.12425082	0.14307039
0.11328728	0.13762161
0.10279943	0.13195427
0.09279918	0.12609753
0.08329921	0.12007706
0.07430973	0.11392123
0.06583554	0.10766420
0.05788343	0.10133476
0.05045691	0.09496446
0.04355812	0.08858441
0.03718650	0.08222677
0.03133945	0.07592384
0.02600509	0.06971404
0.02117441	0.06363035
0.01682734	0.05771173
0.01295308	0.05198714
0.00953391	0.04648832
0.00655569	0.04124234
0.00400832	0.03627277
0.00187811	0.03160424
0.00014659	0.02726245
-0.00120704	0.02327285
-0.00221325	0.01966238
-0.00290957	0.01645726
-0.00333858	0.01368132
-0.00355363	0.01135573
-0.00361063	0.00949650
-0.00355499	0.00776718
-0.00330012	0.00561013
-0.00261942	0.00308995
-0.00097779	0.00054649
0.00235367	-0.00013863
0.00616555	0.00073881
0.01020087	0.00235396
0.01449693	0.00443380
0.01909556	0.00684950
0.02402786	0.00952513
0.02932020	0.01240079
0.03499698	0.01542003
0.04107944	0.01852858
0.04758036	0.02168316
0.05450300	0.02485521
0.06184711	0.02802026
0.06960570	0.03116707
0.07777352	0.03427913
0.08634613	0.03733553
0.09531898	0.04031266
0.10468679	0.04318522
0.11444029	0.04593733
0.12457080	0.04854859
0.13506665	0.05100665
0.14591627	0.05329684
0.15710630	0.05541090
0.16862296	0.05734177
0.18045285	0.05907857
0.19257984	0.06062864
0.20498964	0.06198805
0.21766770	0.06315454
0.23059894	0.06413294
0.24376904	0.06491835
0.25716283	0.06552204
0.27076614	0.06593941
0.28456424	0.06618245
0.29854279	0.06626923
0.31268792	0.06620205
0.32698602	0.06600033
0.34142372	0.06567490
0.35598776	0.06523438
0.37066527	0.06469418
0.38544277	0.06405186
0.40030751	0.06332146
0.41524643	0.06250917
0.43024640	0.06161877
0.44529444	0.06065709
0.46037707	0.05962275
0.47548140	0.05852330
0.49059455	0.05736579
0.50570297	0.05614803
0.52079416	0.05488089
0.53585472	0.05356354
0.55087213	0.05220483
0.56583309	0.05080424
0.58072559	0.04937412
0.59553613	0.04791054
0.61025335	0.04643033
0.62486397	0.04492986
0.63935588	0.04341637
0.65371716	0.04189743
0.66793463	0.04036753
0.68199690	0.03883682
0.69589167	0.03730579
0.70960685	0.03577537
0.72313129	0.03425357
0.73645359	0.03274437
0.74956137	0.03124200
0.76244411	0.02975481
0.77509034	0.02828167
0.78749020	0.02683316
0.79963180	0.02540065
0.81150519	0.02399035
0.82310004	0.02260296
0.83440644	0.02124089
0.84541466	0.01990592
0.85611545	0.01860153
0.86649919	0.01732580
0.87655783	0.01608778
0.88628179	0.01488131
0.89566344	0.01371382
0.90469426	0.01258329
0.91336667	0.01149241
0.92167326	0.01044312
0.92960619	0.00943120
0.93715924	0.00846257
0.94432586	0.00753803
0.95109974	0.00665763
0.95747520	0.00582358
0.96344665	0.00503615
0.96900917	0.00429784
0.97415785	0.00360869
0.97888855	0.00297168
0.98319692	0.00238552
0.98707948	0.00185259
0.99053258	0.00137141
0.99355366	0.00094543
0.99613999	0.00057434
0.99828946	0.00025951
1.00000000	0.00000000

